step	accuracy
0	0.812874251497006
1	0.812874251497006
2	0.812874251497006
3	0.812874251497006
4	0.812874251497006
5	0.812874251497006
6	0.812874251497006
7	0.812874251497006
8	0.812874251497006
9	0.812874251497006
10	0.812874251497006
11	0.812874251497006
12	0.812874251497006
13	0.812874251497006
14	0.812874251497006
15	0.812874251497006
16	0.812874251497006
17	0.812874251497006
18	0.812874251497006
19	0.812874251497006
20	0.812874251497006
21	0.812874251497006
22	0.812874251497006
23	0.812874251497006
24	0.812874251497006
25	0.812874251497006
26	0.812874251497006
27	0.812874251497006
28	0.812874251497006
29	0.812874251497006
30	0.812874251497006
31	0.812874251497006
32	0.812874251497006
33	0.812874251497006
34	0.812874251497006
35	0.812874251497006
36	0.812874251497006
37	0.812874251497006
38	0.812874251497006
39	0.812874251497006
40	0.812874251497006
41	0.812874251497006
42	0.812874251497006
43	0.812874251497006
44	0.812874251497006
45	0.812874251497006
46	0.812874251497006
47	0.812874251497006
48	0.812874251497006
49	0.812874251497006
50	0.812874251497006
51	0.812874251497006
52	0.812874251497006
53	0.812874251497006
54	0.812874251497006
55	0.812874251497006
56	0.812874251497006
57	0.812874251497006
58	0.812874251497006
59	0.812874251497006
60	0.812874251497006
61	0.812874251497006
62	0.812874251497006
63	0.812874251497006
64	0.812874251497006
65	0.812874251497006
66	0.812874251497006
67	0.812874251497006
68	0.812874251497006
69	0.812874251497006
70	0.812874251497006
71	0.812874251497006
72	0.812874251497006
73	0.812874251497006
74	0.812874251497006
75	0.812874251497006
76	0.812874251497006
77	0.812874251497006
78	0.812874251497006
79	0.812874251497006
80	0.812874251497006
81	0.812874251497006
82	0.812874251497006
83	0.812874251497006
84	0.812874251497006
85	0.812874251497006
86	0.812874251497006
87	0.812874251497006
88	0.812874251497006
89	0.812874251497006
90	0.812874251497006
91	0.812874251497006
92	0.812874251497006
93	0.812874251497006
94	0.812874251497006
95	0.812874251497006
96	0.812874251497006
97	0.812874251497006
98	0.812874251497006
99	0.812874251497006
100	0.812874251497006
101	0.812874251497006
102	0.812874251497006
103	0.812874251497006
104	0.812874251497006
105	0.812874251497006
106	0.812874251497006
107	0.812874251497006
108	0.812874251497006
109	0.812874251497006
110	0.812874251497006
111	0.812874251497006
112	0.812874251497006
113	0.812874251497006
114	0.812874251497006
115	0.812874251497006
116	0.812874251497006
117	0.812874251497006
118	0.812874251497006
119	0.812874251497006
120	0.812874251497006
121	0.812874251497006
122	0.812874251497006
123	0.812874251497006
124	0.812874251497006
125	0.812874251497006
126	0.812874251497006
127	0.812874251497006
128	0.812874251497006
129	0.812874251497006
130	0.812874251497006
131	0.812874251497006
132	0.812874251497006
133	0.812874251497006
134	0.812874251497006
135	0.812874251497006
136	0.812874251497006
137	0.812874251497006
138	0.812874251497006
139	0.812874251497006
140	0.812874251497006
141	0.812874251497006
142	0.812874251497006
143	0.812874251497006
144	0.812874251497006
145	0.812874251497006
146	0.812874251497006
147	0.812874251497006
148	0.812874251497006
149	0.812874251497006
150	0.812874251497006
151	0.812874251497006
152	0.812874251497006
153	0.812874251497006
154	0.812874251497006
155	0.812874251497006
156	0.812874251497006
157	0.812874251497006
158	0.812874251497006
159	0.812874251497006
160	0.812874251497006
161	0.812874251497006
162	0.812874251497006
163	0.812874251497006
164	0.812874251497006
165	0.812874251497006
166	0.812874251497006
167	0.812874251497006
168	0.812874251497006
169	0.812874251497006
170	0.812874251497006
171	0.812874251497006
172	0.812874251497006
173	0.812874251497006
174	0.812874251497006
175	0.812874251497006
176	0.812874251497006
177	0.812874251497006
178	0.812874251497006
179	0.812874251497006
180	0.812874251497006
181	0.812874251497006
182	0.812874251497006
183	0.812874251497006
184	0.812874251497006
185	0.812874251497006
186	0.812874251497006
187	0.812874251497006
188	0.812874251497006
189	0.812874251497006
190	0.812874251497006
191	0.812874251497006
192	0.812874251497006
193	0.812874251497006
194	0.812874251497006
195	0.812874251497006
196	0.812874251497006
197	0.812874251497006
198	0.812874251497006
199	0.812874251497006
200	0.812874251497006
201	0.812874251497006
202	0.812874251497006
203	0.812874251497006
204	0.812874251497006
205	0.812874251497006
206	0.812874251497006
207	0.812874251497006
208	0.812874251497006
209	0.812874251497006
210	0.812874251497006
211	0.812874251497006
212	0.812874251497006
213	0.812874251497006
214	0.812874251497006
215	0.812874251497006
216	0.812874251497006
217	0.812874251497006
218	0.812874251497006
219	0.812874251497006
220	0.812874251497006
221	0.812874251497006
222	0.812874251497006
223	0.812874251497006
224	0.812874251497006
225	0.812874251497006
226	0.812874251497006
227	0.812874251497006
228	0.812874251497006
229	0.812874251497006
230	0.812874251497006
231	0.812874251497006
232	0.812874251497006
233	0.812874251497006
234	0.812874251497006
235	0.812874251497006
236	0.812874251497006
237	0.812874251497006
238	0.812874251497006
239	0.812874251497006
240	0.812874251497006
241	0.812874251497006
242	0.812874251497006
243	0.812874251497006
244	0.812874251497006
245	0.812874251497006
246	0.812874251497006
247	0.812874251497006
248	0.812874251497006
249	0.812874251497006
250	0.812874251497006
251	0.812874251497006
252	0.812874251497006
253	0.812874251497006
254	0.812874251497006
255	0.812874251497006
256	0.812874251497006
257	0.812874251497006
258	0.812874251497006
259	0.812874251497006
260	0.812874251497006
261	0.812874251497006
262	0.812874251497006
263	0.812874251497006
264	0.812874251497006
265	0.812874251497006
266	0.812874251497006
267	0.812874251497006
268	0.812874251497006
269	0.812874251497006
270	0.812874251497006
271	0.812874251497006
272	0.812874251497006
273	0.812874251497006
274	0.812874251497006
275	0.812874251497006
276	0.812874251497006
277	0.812874251497006
278	0.812874251497006
279	0.812874251497006
280	0.812874251497006
281	0.812874251497006
282	0.812874251497006
283	0.812874251497006
284	0.812874251497006
285	0.812874251497006
286	0.812874251497006
287	0.812874251497006
288	0.812874251497006
289	0.812874251497006
290	0.812874251497006
291	0.812874251497006
292	0.812874251497006
293	0.812874251497006
294	0.812874251497006
295	0.812874251497006
296	0.812874251497006
297	0.812874251497006
298	0.812874251497006
299	0.812874251497006
300	0.812874251497006
301	0.812874251497006
302	0.812874251497006
303	0.812874251497006
304	0.812874251497006
305	0.812874251497006
306	0.812874251497006
307	0.812874251497006
308	0.812874251497006
309	0.812874251497006
310	0.812874251497006
311	0.812874251497006
312	0.812874251497006
313	0.812874251497006
314	0.812874251497006
315	0.812874251497006
316	0.812874251497006
317	0.812874251497006
318	0.812874251497006
319	0.812874251497006
320	0.812874251497006
321	0.812874251497006
322	0.812874251497006
323	0.812874251497006
324	0.812874251497006
325	0.812874251497006
326	0.812874251497006
327	0.812874251497006
328	0.812874251497006
329	0.812874251497006
330	0.812874251497006
331	0.812874251497006
332	0.812874251497006
333	0.812874251497006
334	0.812874251497006
335	0.812874251497006
336	0.812874251497006
337	0.812874251497006
338	0.812874251497006
339	0.812874251497006
340	0.812874251497006
341	0.812874251497006
342	0.812874251497006
343	0.812874251497006
344	0.812874251497006
345	0.812874251497006
346	0.812874251497006
347	0.812874251497006
348	0.812874251497006
349	0.812874251497006
350	0.812874251497006
351	0.812874251497006
352	0.812874251497006
353	0.812874251497006
354	0.812874251497006
355	0.812874251497006
356	0.812874251497006
357	0.812874251497006
358	0.812874251497006
359	0.812874251497006
360	0.812874251497006
361	0.812874251497006
362	0.812874251497006
363	0.812874251497006
